account,project,comments  ,empty comments ,patterns,dispersion,type
codeclimate,scrnhq/laravel-bakery,26,0.0,1,0.32330004395612655,Bot
scoder,lxml/lxml,100,1.0,74,0.04423047790315421,Human
codeinthehole,django-oscar/django-oscar-stores,/,/,/,/,/
MarcoDeJong,swimlane/ngx-charts,22,0.0,21,0.03978260625995156,Human
rzcoder,rzcoder/node-rsa,100,3.0,96,0.027093861334660765,Human
jdxcode,oclif/parser,19,3.0,17,0.03885968048173018,Human
graemecode,dharmaprotocol/charta,82,49.0,29,0.03835982995773759,Human
colethecoder,colethecoder/chronological,37,1.0,37,0.04522527391659519,Human
giventocode,Azure/blobporter,100,28.0,66,0.03808822170204191,Human
akcoder,genieacs/genieacs,13,0.0,13,0.03780403737014993,Human
architectcodes,wking-io/elm-live,100,0.0,94,0.03787516240003707,Human
fancycode,strukturag/libheif,100,8.0,87,0.03754503638707368,Human
codecholeric,TNG/ArchUnit,100,1.0,97,0.03698825042644187,Human
speccode,lloc/Multisite-Language-Switcher,/,/,/,/,/
dcodeIO,dcodeIO/long.js,100,0.0,92,0.033237415086895296,Human
codesoap,michael-lazar/rtv,12,0.0,12,0.030172888060630683,Human
SpeedyCoder,uw-labs/go-onfido,11,2.0,8,0.06633566393753416,Human
codelucas,codelucas/newspaper,100,1.0,99,0.03617330927465671,Human
codeallthethingz,battlesnakeio/engine,/,/,/,/,/
lukencode,lukencode/FluentEmail,71,10.0,61,0.04087612925310649,Human
Anonycoders,fandoghpaas/fandogh-cli,61,27.0,35,0.04376601803968278,Human
prettycoder,appoptics/appoptics-apm-ruby,100,2.0,94,0.03054401835363571,Human
codenrhoden,rexray/rexray,100,8.0,91,0.037643639911436606,Human
thecodeboss,kafkaex/kafka_ex,13,0.0,13,0.030309643361438213,Human
codegangsta,codegangsta/gin,45,1.0,40,0.044955249282313606,Human
TattdCodeMonkey,TattdCodeMonkey/crc,82,5.0,78,0.03535303714932918,Human
codeskyblue,openatx/uiautomator2,100,0.0,92,0.017392358639601428,Human
crankycoder,mozilla/taar,100,12.0,86,0.03570893390105012,Human
coderaiser,replit-archive/jq-console,18,0.0,16,0.03246290745724995,Human
coderanger,chefspec/chefspec,100,1.0,99,0.027925271675147804,Human
bpicode,bpicode/fritzctl,100,10.0,84,0.0341657093105315,Human
cjcodes,twilio/twilio-node,14,0.0,14,0.02620514206931123,Human
haadcode,orbitdb/orbit-db-pubsub,19,4.0,16,0.040497527354659314,Human
codeTom,rwb27/openflexure_nano_motor_controller,13,0.0,13,0.021944459176762878,Human
kevcodez,kevcodez/pubg-api-kotlin,/,/,/,/,/
codekiln,evshiron/nwjs-builder-phoenix,21,1.0,21,0.03706542210535934,Human
TraGicCode,voxpupuli/puppet-windowsfeature,55,6.0,50,0.038142443484178834,Human
seriouscoderone,LeoPlatform/connectors,21,12.0,10,0.020821188856685623,Human
typicode,typicode/hotel,100,2.0,91,0.03600203439037445,Human
jstacoder,eamigo86/graphene-django-extras,21,1.0,21,0.030645331862992682,Human
ncode,bmc-toolbox/bmclib,48,29.0,20,0.020069314689986083,Human
codebynumbers,codebynumbers/ftpretty,40,5.0,32,0.04341888545491174,Human
cursedcoder,Travelport-Ukraine/uapi-json,27,8.0,20,0.031128815357194934,Human
codeandcats,joiful-ts/joiful,100,1.0,87,0.03194407196635971,Human
victorcoder,distribworks/dkron,/,/,/,/,/
NorthSeacoder,sin-group/base-ui,16,2.0,14,0.020783636332578393,Human
tk-codes,bazo-blockchain/bazo-vm,35,3.0,28,0.05347440473893872,Human
andrewmcodes,dvmonroe/release-notes,89,0.0,59,0.08492140235652106,Human
ncodes,ellcrys/elld,100,16.0,49,0.10671576996926344,Human
fabiosantoscode,terser/terser,100,0.0,97,0.03620849741066051,Human
itai-codefresh,codefresh-io/cf-yaml-validator,27,23.0,3,0.025298781019575785,Human
tpluscode,wikibus/Argolis,36,10.0,26,0.03596018862826131,Human
codexu,codexu/x-build,/,/,/,/,/
dipujscoder,tafcoder/sleek-dashboard,100,67.0,21,0.04559047775262299,Human
codebude,codebude/QRCoder,100,0.0,97,0.027898723556745365,Human
codeforequity-at,codeforequity-at/botium-connector-directline3,38,22.0,17,0.025232207113347383,Human
codesmith14,signalfx/gateway,53,33.0,20,0.017956598101805197,Human
Cr45hCode,orgenic/orgenic-ui,41,0.0,20,0.17145293301081116,Human
CoderZhi,iotexproject/iotex-election,40,7.0,34,0.03612050717875938,Human
codebytere,electron/electron-quick-start,84,0.0,73,0.040574911006865416,Human
bxcodec,bxcodec/go-clean-arch,48,14.0,35,0.038261758864506994,Human
ChimeraCoder,stripe/veneur,100,0.0,61,0.08874850715316551,Human
picocodes,mailoptin/core,25,2.0,21,0.049383538774715637,Human
codemanki,codemanki/cloudscraper,100,0.0,83,0.03391939650664542,Human
codemaestro64,raedahgroup/godcr,39,0.0,36,0.04699546966051258,Human
goodcode,koalalorenzo/python-digitalocean,22,0.0,22,0.031144232197124696,Human
faisaltheparttimecoder,pivotal-gss/go-gpdb,52,3.0,45,0.03704995491427077,Human
yaroslav-codefresh,codefresh-io/cli,76,70.0,6,0.004402625394972559,Human
langecode,openapi-tools/swagger-maven-plugin,88,3.0,80,0.041859786851113794,Human
similar-code-searcher,njzjz/mddatasetbuilder,/,/,/,/,/
cspotcode,plopjs/node-plop,20,0.0,19,0.027503449694551926,Human
CodeClinch,karydia/karydia,63,0.0,43,0.06220708711621514,Human
KillerCodeMonkey,KillerCodeMonkey/ng-quill,100,0.0,98,0.03875258995321865,Human
justacodefan,getsentry/sentry-java,27,0.0,25,0.03371729300038159,Human
X-Coder264,trikoder/oauth2-bundle,100,6.0,90,0.03851524844123864,Human
Codegnosis,unification-com/workchain,16,16.0,1,0.0,Bot
codesome,prometheus/tsdb,100,1.0,89,0.03644379880785773,Human
tricoder42,lingui/js-lingui,100,0.0,97,0.031174825118741843,Human
crazecoder,crazecoder/flutter_luban,27,1.0,26,0.027696849436432663,Human
fubar-coder,fluentmigrator/fluentmigrator,100,0.0,100,0.02873232858457734,Human
coderkevin,Automattic/fresh-data,100,1.0,93,0.03839262522236687,Human
ecocode,finance-quote/finance-quote,77,0.0,73,0.033302315776935904,Human
JWebCoder,JWebCoder/funfunzmc,89,71.0,18,0.03523830245349534,Human
codejamninja,camptocamp/bivac,/,/,/,/,/
Intellicode,Intellicode/eslint-plugin-react-native,100,1.0,93,0.035786985194468726,Human
ediblecode,nice-digital/nice-design-system,100,5.0,92,0.03238994581453013,Human
codecounselor,fraserxu/electron-pdf,100,13.0,87,0.03712601912191513,Human
codenamev,reenhanced/gitreflow,100,5.0,95,0.03405846077362979,Human
NamelessCoder,FluidTYPO3/vhs,100,1.0,100,0.03655679598913959,Human
codeinteger6,synzen/Discord.RSS,/,/,/,/,/
codelingo,lomik/go-carbon,13,0.0,2,0.0,Bot
marcodejongh,marcodejongh/chai-webdriverio,24,0.0,24,0.03419612461058454,Human
ReToCode,SchweizerischeBundesbahnen/scion-workbench,15,0.0,6,0.3149052362845175,Human
codeworrior,SAP/openui5,100,0.0,99,0.029695452393545888,Human
abbeycode,abbeycode/UnzipKit,100,0.0,99,0.030655402088627326,Human
asticode,asticode/go-astilectron-bundler,100,0.0,97,0.033150202355395224,Human
src-code,acss-io/atomizer,100,1.0,98,0.03444018224736294,Human
chrisdotcode,jsonresume/resume-schema,100,0.0,94,0.03124045662704415,Human
CodeBaboon,Brightspace/d2l-hypermedia-constants,27,4.0,23,0.03962137754207015,Human
rubenCodeforges,rubenCodeforges/ng-gapi,100,1.0,99,0.03209993818657799,Human
codenio,bitnami-labs/kubewatch,91,0.0,79,0.03234505477747228,Human
ncoden,foundation/foundation-zurb-template,22,0.0,21,0.03748133445721627,Human
MikeCoder,MikeCoder/hexo-blog-encrypt,/,/,/,/,/
CodeSandwich,CodeSandwich/Mocktopus,94,14.0,72,0.03567062768868418,Human
ograycode,ZeroCater/zc_events,15,0.0,15,0.024395838602523232,Human
MiniCodeMonkey,Geocodio/geocodio-php,19,0.0,18,0.0315101536391331,Human
astonbitecode,astonbitecode/j4rs,72,0.0,71,0.03207861655306044,Human
taylorcode,protobufjs/protobuf.js,31,0.0,28,0.04383013762650855,Human
marcodeltutto,DeepLearnPhysics/larcv3,20,0.0,20,0.031624678257962724,Human
knowledgecode,knowledgecode/date-and-time,62,0.0,58,0.033685926897702965,Human
CodeJuan,alibaba/pouch,64,0.0,45,0.04538500579811708,Human
licode,Nikea/xray-vision,17,0.0,17,0.028879149489798576,Human
codemayank,idyll-lang/idyll,12,0.0,7,0.14433774719579986,Human
coderitual,coderitual/bounty,100,9.0,89,0.03921721370073961,Human
Arcoders,thebyte9/blaze-ui,14,12.0,2,0.033020391299349826,Human
CodeBrew28,samsarahq/thunder,91,5.0,83,0.04061562521552023,Human
code-farmz,code-farmz/ng-otp-input,89,5.0,76,0.03889295230385766,Human
codeDebugTest,ecomfe/veui,32,14.0,17,0.026086442575574513,Human
VibhorCodecianGupta,scorelab/Bassa,77,0.0,67,0.03695632082101521,Human
ttpcodes,longhorn/longhorn-engine,18,0.0,18,0.03846021241715698,Human
codenirvana,postmanlabs/newman,100,0.0,62,0.05016834172697883,Human
codekoala,0xrawsec/golang-evtx,11,0.0,11,0.03529127641690041,Human
DaveTCode,DaveTCode/confluence-python-lib,30,0.0,30,0.035351667056286805,Human
kescherCode,boramalper/magnetico,53,0.0,53,0.023608301420097184,Human
codeliner,prooph/laravel-package,20,1.0,20,0.0396325935536239,Human
coder2000,ubiety/xmpp,24,4.0,21,0.04305504232640168,Human
codearoni,codearoni/zxp-sign-cmd,21,2.0,20,0.03623411308571152,Human
HobbitCodes,NanoSoup/Mimir,15,9.0,7,0.02944881085582201,Human
Coder1304,allure-framework/allure-maven,13,0.0,13,0.03576739287858275,Human
ascoders,ascoders/react-native-image-zoom,68,0.0,68,0.02897451444059048,Human
ApCoder123,xwiki/xwiki-rendering,42,0.0,23,0.14856141775400344,Human
lindycoder,internap/python-mockserver-friendly-client,40,8.0,33,0.035239801640589256,Human
codeshifu,ooade/pimg,12,1.0,12,0.027618333315881094,Human
Vicodex,PlayFab/XPlatCppSdk,12,5.0,7,0.029056691451967244,Human
codekie,codekie/openapi-examples-validator,100,30.0,64,0.036739152179337944,Human
chancancode,tildeio/ember-element-helper,53,3.0,48,0.033316991992996,Human
EdenCoder,eden-js/cli,14,0.0,14,0.035300465234234316,Human
escodel,Modernizr/Modernizr,11,0.0,11,0.025314440747920657,Human
Biacode,Biacode/escommons,100,89.0,12,0.014090755634824101,Human
qwcode,pypa/sampleproject,29,1.0,29,0.03648823765091627,Human
splincode,ngxs/schematics,13,0.0,13,0.025586462347696064,Human
briancodes,briancodes/dom-log,14,9.0,4,0.012243342027627512,Human
ivarcode,milestechnologies/ngx-keyboard-shortcuts,61,21.0,41,0.0335434121477919,Human
TAndraCode,milestechnologies/ngx-keyboard-shortcuts,67,26.0,36,0.03392676634072619,Human
printfcoder,micro/examples,15,8.0,8,0.021088307200234163,Human
codexpert,themexpert/onepager,52,2.0,50,0.027706726658269547,Human
iamDecode,iamDecode/sklearn-pmml-model,64,2.0,62,0.036245939389789164,Human
wcoder,Softeq/XToolkit.WhiteLabel,100,0.0,39,0.15586832759704816,Human
coderdiaz,coderdiaz/vue-tiny-pagination,15,2.0,10,0.040855886819982354,Human
modularcoder,modularcode/modular-admin-html,100,7.0,94,0.03349219523693266,Human
lambcode,openzipkin/brave,12,1.0,12,0.04277340439478678,Human
rickycodes,koute/stdweb,24,1.0,23,0.03650494621860991,Human
code-crusher,BranchMetrics/android-branch-deep-linking-attribution,50,0.0,44,0.03739325891754011,Human
jshencode,uber/aresdb,100,53.0,48,0.028478114163368505,Human
sunfishcode,bytecodealliance/wasi,40,1.0,40,0.03317398928103288,Human
codesandbox,reakit/reakit,100,0.0,1,0.29554300773439035,Bot
SplotyCode,SplotyCode/Mosaik-Framework,21,20.0,2,8.881783308822918e-18,Human
katelovescode,katelovescode/aphorism,19,1.0,19,0.0330100903564866,Human
thecodejack,styleguidist/react-styleguidist,22,0.0,22,0.02499888073542792,Human
TheFriendlyCoder,TheFriendlyCoder/friendlypins,100,44.0,57,0.042152973282913196,Human
codejet,reactive-elements/reactive-elements,15,0.0,14,0.02974062455482717,Human
yscoder,yscoder/hexo-theme-indigo,100,0.0,99,0.016437344313834566,Human
salarcode,salarcode/Bois,37,0.0,37,0.03267284600926291,Human
cnicodeme,aio-libs/aiosmtpd,21,0.0,21,0.035798400589376965,Human
mehcode,launchbadge/hedera-sdk-go,/,/,/,/,/
DharmaOfCode,DharmaOfCode/gorp,/,/,/,/,/
vincethecoder,mapbox/mapbox-vision-ar-ios,11,2.0,10,0.059124378685854746,Human
codealchemy,stephskardal/rails_admin_import,13,0.0,13,0.034995816804818995,Human
codebeaulieu,lppkarl/Trady,24,0.0,24,0.03362908092198746,Human
codepb,codepb/DDDToolkit,53,33.0,19,0.02106227537401646,Human
codeBelt,codeBelt/generate-template-files,84,16.0,68,0.03639177493081485,Human
codeodor,composite-primary-keys/composite_primary_keys,100,1.0,99,0.037940037239043385,Human
code-to-gold,paust-team/paust-db,72,0.0,70,0.019600572552634074,Human
Codesleuth,esendex/esendex-php-sdk,13,0.0,13,0.03314980835350271,Human
coderextreme,create3000/x_ite,29,5.0,25,0.02904600484444114,Human
beatscode,schmorrison/Zoho,11,0.0,11,0.02961569115043448,Human
lloricode,dingo/api,42,2.0,39,0.03741845352544808,Human
UplinkCoder,dlang-community/dfmt,15,1.0,15,0.034790287134018216,Human
dabcoder,zorkian/go-datadog-api,20,0.0,19,0.03830858980563556,Human
codeclinic,wpietri/sucks,14,0.0,14,0.02353001776487862,Human
wrycode,osa1/tiny,/,/,/,/,/
extcode,extcode/cart_books,54,46.0,9,0.010419568161223629,Human
webcoderkz,championswimmer/vuex-module-decorators,/,/,/,/,/
draftcode,cookpad/rrrspec,46,17.0,26,0.021148399621288748,Human
t0xicCode,taskcluster/taskcluster-cli,100,5.0,90,0.03911390325453664,Human
codeguy,slimphp/Slim-Skeleton,/,/,/,/,/
coderofsalvation,thomas4019/expressa,67,18.0,50,0.0297332084573366,Human
codepope,compose/transporter,100,0.0,90,0.033555672178292535,Human
CodeLenny,sourcey/spectacle,56,0.0,56,0.03611499114759661,Human
grokcode,orcasgit/python-fitbit,14,0.0,12,0.06639278183108094,Human
codeplea,cirla/tulipy,/,/,/,/,/
unicoder88,DIBS-Payment-Services/magento2-dibs-flexwin,12,0.0,12,0.03969769715392928,Human
code4craft,code4craft/webmagic,100,1.0,98,0.012929947724556167,Human
code-smith,guardian/scribe,15,0.0,14,0.03932315558905448,Human
codebysubtract,peterramsing/lost,/,/,/,/,/
alsoicode,alsoicode/django-maintenancemode-2,24,0.0,24,0.04390952334930305,Human
handcode,dmstr/yii2-widgets2-module,14,0.0,13,0.038830517617182855,Human
codedread,SVG-Edit/svgedit,100,0.0,98,0.03503135035666802,Human
coderam,franciscop/server,21,0.0,20,0.03925123588378286,Human
codekirei,zapier/eslint-plugin-zapier,15,0.0,13,0.047604581217433675,Human
theBuzzyCoder,espocrm/espocrm,34,0.0,34,0.031026211887855187,Human
rleigh-codelibre,ome/ome-common-java,28,0.0,26,0.036706215877864386,Human
nevescode,vtex/splunkevents-js,21,6.0,15,0.030525680471162383,Human
codeactual,codeactual/apidox,/,/,/,/,/
thecodershome,JamesBarwell/rpi-gpio.js,12,0.0,12,0.025250764020710366,Human
LazoCoder,LazoCoder/Pokemon-Terminal,100,0.0,99,0.035905428417893445,Human
Codeberg-AsGithubAlternative-buhtz,kurtmckee/feedparser,74,0.0,74,0.03649202009099106,Human
cyphercodes96,arkon/ng-inline-svg,17,0.0,17,0.02489141752489229,Human
coderbyheart,pvdlg/env-ci,17,0.0,16,0.041894498275575155,Human
CoderHuo,eerimoq/asn1tools,15,0.0,12,0.055278367935283235,Human
exocode,xetys/hetzner-kube,26,1.0,26,0.03220602787998644,Human
dcode,google/stenographer,33,0.0,33,0.03204370896901692,Human
codemonkey3045,twitter/twitter-text,49,10.0,40,0.03958562016129524,Human
codez,codez/dry_crud,14,0.0,14,0.03651837701307386,Human
felixcodes,vega/compassql,84,7.0,75,0.03655634171581312,Human
codeart1st,vkbansal/react-contextmenu,22,2.0,21,0.037305479864978945,Human
ShirazCoders,larabook/gateway,/,/,/,/,/
stklcode,zmap/zdns,29,0.0,29,0.027758000615241,Human
codec-abc,jarikomppa/escapi,18,0.0,18,0.02899087580836504,Human
lonelycode,TykTechnologies/tyk-identity-broker,16,0.0,16,0.02755023707567408,Human
codeknitter,edlio/uniform,/,/,/,/,/
TarCode,rehive/rehive-javascript,13,0.0,12,0.05023440996942141,Human
sky-code,f/vue-wait,20,0.0,20,0.0246139315665978,Human
codecowboy,mmoreram/GearmanBundle,16,1.0,16,0.040543588597806345,Human
Codeusa,RainwayApp/spitfire,/,/,/,/,/
hardworkingcoder,datadotworld/data.world-py,16,1.0,16,0.02846211834669908,Human
manojdcoder,nstudio/nativescript-checkbox,14,0.0,12,0.044216737030964355,Human
codeswholesale,codeswholesale/codeswholesale-sdk-php,57,10.0,47,0.03537841259201538,Human
codeout,codeout/junoser,50,0.0,49,0.02727969872546342,Human
patchthecode,kareman/SwiftShell,29,0.0,29,0.029845568632021188,Human
XenocodeRCE,yck1509/ConfuserEx,58,0.0,58,0.02516727963404558,Human
robocoder,matomo-org/component-network,11,1.0,9,0.052914210026525355,Human
lordcodes,nathantannar4/InputBarAccessoryView,13,1.0,12,0.04593995802601101,Human
RebelCodeBase,RebelCodeBase/testaid,20,0.0,20,0.03001156049939194,Human
thecodeholic,intermundia-de/yiicms,12,11.0,2,1.468063356830235e-17,Bot
spatocode,fyne-io/fyne,52,0.0,45,0.037749784854425296,Human
licodeli,nexB/scancode-toolkit,100,1.0,85,0.03791124628996815,Human
Code-Hex,DataDog/dd-trace-go,15,0.0,14,0.06028805876200944,Human
codelipenghui,apache/pulsar,100,2.0,75,0.044089354687348085,Human
OpenCode,OCA/l10n-italy,100,0.0,61,0.07539610995843961,Human
chibicode,zeit/next.js,89,1.0,88,0.028721261448550396,Human
eileencodes,rails/rails,/,/,/,/,/
diego-codes,carbon-design-system/ibm-security,93,0.0,93,0.03142316953802056,Human
spaghetticode,solidusio/solidus,100,0.0,85,0.04386686383346396,Human
codecalm,tabler/tabler,100,12.0,58,0.057430747949188864,Human
CaptainCodeman,CaptainCodeman/rdx-model,14,1.0,14,0.03440014793251699,Human
codebrain,elastic/elasticsearch-net,100,9.0,74,0.03897377184238446,Human
olegz-codefresh,codefresh-io/cli,39,36.0,4,0.0018224826266819748,Human
juliacodez,Nexmo/nexmo-nodered,14,4.0,10,0.03818361564428413,Human
codezizo,GoogleCloudPlatform/healthcare,28,3.0,26,0.0421010656061928,Human
donotcodeit,chromelyapps/Chromely,60,0.0,60,0.0272859799044881,Human
bencodezen,vuejs/vuepress,100,0.0,91,0.04027904774218684,Human
carpecodeum,scorelab/Bassa,49,0.0,37,0.06389472994402584,Human
gloriousCode,thrasher-corp/gocryptotrader,100,0.0,92,0.04787419691703821,Human
codeninja,notadamking/tensortrade,17,0.0,16,0.038982161501131374,Human
codemile,reactgular/observables,73,29.0,45,0.03905558028928761,Human
swiftcoder,gfx-rs/wgpu-rs,14,0.0,14,0.03156086525618118,Human
dreamcodez,graphql-rust/juniper,13,0.0,13,0.03958853791854613,Human
musicode,musicode/react-native-pure-xinge-push,37,0.0,37,0.015338210791265927,Human
peachiecodes,open-source-labs/reactime,19,17.0,3,0.002673715071827372,Human
codenoid,Rhymen/go-whatsapp,50,1.0,48,0.02682488233517054,Human
scottcode,ibis-project/ibis,88,0.0,83,0.03100288780712854,Human
psxcode,bubble-dev/_,87,81.0,7,0.03149553006281236,Human
CodeWolf86,SkillsFundingAgency/das-employerapprenticeshipsservice,32,15.0,17,0.02237437339646214,Human
bahdcoder,bahdcoder/kopter,46,15.0,27,0.05279040892591118,Human
KyorCode,gpbl/react-day-picker,23,0.0,23,0.02634848610336645,Human
Coder-256,gfx-rs/wgpu-rs,17,0.0,17,0.032861478233336454,Human
codehippie1,intbot/ng2-pdfjs-viewer,100,0.0,98,0.028952897006018122,Human
fusillicode,elixirs/faker,14,1.0,12,0.05124906328033489,Human
codehearts,rustwasm/wasm-bindgen,12,0.0,12,0.025826289132473066,Human
codediodeio,codediodeio/sveltefire,20,1.0,20,0.033644306120804865,Human
codeFareith,codeFareith/cf_google_authenticator,41,4.0,36,0.039185000677544976,Human
Avi-D-coder,tweag/ormolu,19,0.0,19,0.02980933616914868,Human
noscode,popsim-consortium/stdpopsim,28,0.0,26,0.03720276078312079,Human
TuxCoder,marc-mabe/php-enum,16,0.0,16,0.03416076480326984,Human
codecog,react-native-community/react-native-device-info,/,/,/,/,/
synercoder,skyhop/Mail,27,5.0,23,0.03386656058834491,Human
codejanovic,pitaj/nodebb-plugin-calendar,17,0.0,17,0.03171348434128383,Human
mkcode,peek/peek,12,0.0,12,0.035548375156767946,Human
AlterCodex,svvitale/nxppy,21,0.0,20,0.03646054934703363,Human
coderzh,coderzh/gohugo.org,19,0.0,18,0.01629382344643023,Human
codedance,PaperCutSoftware/silver,14,0.0,14,0.030278134002094535,Human
yousefcodes,mhart/aws4,17,0.0,16,0.0383620624907681,Human
miko-code,ory/dockertest,11,0.0,10,0.04480278142952496,Human
CodeAnimal,milkshakesoftware/PreMailer.Net,11,0.0,11,0.030079475292848695,Human
coneycode,coneycode/hexo-generator-baidu-sitemap,48,0.0,44,0.017421344327952972,Human
pennycoder,andrewrk/node-s3-client,12,0.0,11,0.038322491793080074,Human
JaneCoder,mzabriskie/react-draggable,26,0.0,24,0.03454508122267211,Human
devcodewak,yinqiwen/gsnova,25,0.0,25,0.016843760888900754,Human
codeaholics,tes/bosco,35,0.0,35,0.03448281106571965,Human
groovecoder,mozilla/shield-studies-addon-template,13,2.0,12,0.03372016832299333,Human
CodeTipsy,picocms/Pico,12,0.0,11,0.03774526067455002,Human
thncode,simont77/fakegato-history,23,0.0,23,0.039958001829744495,Human
drillcoder,drillcoder/AmoCRM_Wrap,13,0.0,12,0.028705334899673335,Human
CodeStrings,cloudwebrtc/flutter-webrtc,12,0.0,12,0.031206286675170912,Human
amir3code,airgram/airgram,11,0.0,11,0.02358493660171587,Human
pwilczynskiclearcode,ClearcodeHQ/mirakuru,86,15.0,65,0.02923736808012442,Human
d0peCode,deulos/vue-flux,45,0.0,44,0.03284563508363242,Human
The-Code-Monkey,kuflash/react-router-sitemap,15,0.0,15,0.03788402157483998,Human
CoderLinLee,CoderLinLee/LLSegmentViewController,15,0.0,15,0.011148701311956064,Human
ruscoder,beda-software/fhir-py,62,7.0,56,0.029953385343799866,Human
codergkd,kutlugsahin/react-smooth-dnd,15,1.0,15,0.034821099134450986,Human
codepandy,jser-club/rc-bmap,19,0.0,19,0.01834241924092702,Human
codependent,micronaut-projects/micronaut-aws,13,0.0,13,0.031222070635427097,Human
the-drunk-coder,thestk/rtaudio,14,0.0,14,0.022721631977332117,Human
DontStealMyCodePls,lufinkey/react-native-spotify,/,/,/,/,/
OpenCoderX,caxlsx/caxlsx_rails,11,0.0,11,0.02847644667855281,Human
Moro-Code,neo4j-contrib/neomodel,17,0.0,16,0.03895323618260137,Human
JoeCoderJC,Cysharp/MagicOnion,11,2.0,10,0.03931543244262081,Human
