Bot,Humain
,33.0
,25.0
,31.0
,35.0
,31.0
,14.0
,11.0
,33.0
,20.0
,35.0
,32.0
,61.0
,63.5
,31.0
,23.5
,32.0
,72.0
,74.5
,39.0
,36.0
,26.5
,15.0
,36.0
,28.0
,35.0
,9.5
,41.5
,39.0
,100.0
,30.5
,34.0
,30.0
,43.0
,29.5
,37.0
,10.0
,30.0
,19.0
,29.0
,17.0
,58.5
,27.0
,23.0
,31.0
,26.0
,32.0
,22.5
,29.0
,29.0
,32.0
,34.0
,25.0
,32.0
,41.0
,24.0
,36.0
,30.0
,43.0
,62.5
,34.0
,39.0
,36.0
,64.0
,36.0
,33.0
,29.0
,31.5
,31.0
,28.0
,28.0
,65.5
,36.0
,35.5
,21.0
,37.0
,13.5
,37.0
,26.0
,28.0
,36.0
,22.0
,29.0
,35.0
,65.5
,37.0
,100.0
,23.0
,37.0
,54.0
,32.0
,32.5
,31.0
,39.5
,14.0
,27.0
,18.0
,30.0
,28.0
,27.0
,28.0
,64.0
,13.5
,34.5
,33.5
,66.5
,19.5
,32.0
,27.0
,32.0
,35.0
,38.0
,33.0
,28.0
,16.5
,31.0
,37.0
,20.0
,34.0
,32.0
,100.0
,26.0
,32.0
,28.0
,54.5
,28.0
,0.5
,13.0
,26.0
,7.0
,31.0
,35.0
,32.0
,28.0
,38.5
,36.0
,34.0
,68.0
,35.0
,29.0
,33.0
,17.0
,68.5
,30.0
,63.5
,22.0
,29.0
,62.0
,37.0
,25.0
,32.0
,29.0
,16.0
,33.0
,39.0
,36.0
,47.0
,37.0
,34.0
,76.0
,50.0
,100.0
,35.0
,37.0
,24.0
,36.5
,100.0
,36.5
,28.5
,64.0
,50.0
,62.5
,39.0
,21.0
,71.5
,42.0
,34.0
,38.0
,74.0
,39.0
,30.5
,27.0
,40.0
,38.0
,32.0
,28.0
,26.0
,19.0
,34.0
,23.0
,40.0
,34.0
,24.0
,26.0
,28.0
,31.0
,35.0
,28.0
,29.0
,30.5
,21.0
,22.5
,27.0
,35.0
,27.0
,37.0
,34.0
,33.0
,31.5
,33.0
,25.0
,28.0
,25.0
,36.5
,41.0
,35.0
,29.0
,40.0
,29.0
,24.0
,51.0
,24.0
,32.0
,35.0
,35.0
,40.0
,23.0
,55.0
,40.0
,39.0
,28.0
,35.0
,32.5
,31.0
,42.5
,37.0
,63.0
,35.0
,30.5
,37.0
,33.0
,28.0
,33.0
,41.0
,53.0
,27.5
,28.0
,28.0
,33.0
,25.0
,29.0
,22.0
,36.0
,30.0
,41.0
,34.0
,31.0
,35.0
,30.0
,24.0
,4.5
,66.0
,28.0
,39.0
,25.0
,23.0
,25.0
,30.0
,37.0
,34.0
,31.5
,34.0
,26.0
,73.5
,33.0
,73.0
,32.0
,32.0
,22.0
,23.0
,23.5
,50.0
,65.0
,27.0
,28.0
,3.5
,29.0
,28.0
,30.0
,64.5
,59.0
,26.0
,30.0
,39.0
,25.0
,26.0
,27.0
,17.0
,24.0
,39.0
,32.5
,36.0
,21.0
,41.0
,10.0
,35.0
,31.0
,30.0
,26.5
,48.0
,25.0
,41.0
,14.0
,32.0
,34.0
,33.0
,56.5
,28.0
,30.5
,32.0
,19.0
,34.0
,29.0
,34.0
,39.0
,35.0
,18.0
,30.0
,53.0
,16.5
,50.0
,30.5
,31.5
,26.0
,28.0
,33.0
,30.0
,28.5
,67.5
,37.0
,36.0
,36.0
,52.0
,63.5
,33.0
,23.0
,31.0
,27.0
,30.0
,31.0
,34.0
,66.5
,31.5
,5.0
,28.0
,24.5
,54.5
,29.0
,35.0
,35.0
,27.0
,52.5
,23.0
,31.0
,32.0
,56.0
,22.0
,35.0
,34.0
,34.0
,36.0
,18.0
,34.5
,29.0
,40.0
,33.0
,43.0
,27.5
,32.0
,33.5
,32.0
,21.0
,61.0
,64.5
,36.0
,37.0
,25.0
,69.0
,32.0
,36.0
,43.0
,33.5
,35.0
,35.0
,28.0
,3.0
,64.5
,33.0
,36.0
,33.0
,26.5
,25.5
,49.0
,29.0
,35.0
,17.0
,27.0
,8.0
,27.0
,39.0
,18.0
,35.0
,20.0
,63.5
,40.5
,39.0
,67.0
,32.5
,36.0
,33.0
,29.0
,37.0
,40.0
,28.5
,30.0
,31.0
,22.0
,31.5
,32.0
,25.0
,12.0
,27.0
,27.0
,32.0
,30.0
,30.0
,25.0
,37.5
,30.0
,37.0
,64.5
,30.0
,32.0
,44.0
,32.0
,31.0
,32.0
,100.0
,34.0
,41.0
,31.0
,33.0
,100.0
,29.0
,35.0
,10.0
,35.0
,29.0
,26.0
,16.5
,32.5
,27.0
,29.0
,27.0
,36.0
,33.0
,30.0
,29.0
,26.0
,34.0
,36.0
,28.0
,30.5
,42.0
,32.0
,69.0
,34.0
,37.0
,30.0
,6.5
,17.0
,68.0
,26.5
,36.0
,32.0
,100.0
,31.0
,29.0
,30.0
,33.0
,28.0
,38.0
,28.0
,34.0
,24.0
,37.0
,29.0
,41.0
,31.5
,38.0
,29.0
,53.0
,2.5
,25.0
,30.5
,62.5
,39.0
,63.0
,29.0
,26.0
,18.0
,35.5
,100.0
,35.0
,21.0
,63.5
,37.0
,29.0
,38.0
,17.0
,28.0
,38.0
,70.0
,61.0
,69.0
,37.0
,32.5
,37.0
,27.0
,19.0
,50.0
,31.5
,35.5
,50.0
,29.0
,33.0
,29.0
,32.0
,29.0
,28.5
,31.0
,72.0
,34.0
,36.0
,13.0
,36.0
,41.0
,19.0
,23.0
,31.0
,2.0
,22.0
,36.0
,12.0
,33.0
,28.0
,38.0
,28.0
,71.5
,13.0
,36.0
,31.0
,41.0
,30.0
,31.0
,37.5
,34.0
,39.5
,49.0
,36.0
,31.0
,26.0
,26.0
,15.0
,32.0
,47.0
,34.5
,4.5
,31.0
,66.0
,32.0
,26.0
,34.0
,67.0
,14.5
,30.0
,35.0
,35.0
,31.5
,29.0
,70.0
,35.0
,100.0
,9.0
,37.5
,31.0
,32.0
,66.0
,1.0
,33.0
,34.0
,33.0
,28.0
,32.0
,22.0
,34.5
,24.5
,40.0
,66.0
,36.0
,25.0
,34.0
,24.0
,32.5
,30.0
,62.5
,35.0
,24.0
,33.0
,49.0
,41.0
,63.0
,29.0
,50.0
,33.0
,35.5
,65.0
,24.0
,32.0
,28.0
,37.0
,31.0
,31.0
,34.0
,52.0
,69.5
,33.0
,33.0
,59.5
,42.0
,42.0
,33.0
,28.0
,69.5
,10.0
,33.5
,35.0
,38.0
,64.0
,63.5
,100.0
,29.0
,33.0
,29.0
,40.0
,36.0
,64.5
,50.0
,32.0
,25.0
,29.0
,33.0
,36.0
,30.0
,68.0
,29.5
,20.0
,19.5
,67.0
,30.0
,16.0
,11.5
,36.0
,32.0
,25.0
,51.5
,36.0
,26.0
,32.0
,29.0
,35.0
,36.0
,35.0
,31.0
,38.0
,33.0
,32.0
,31.0
,40.5
,76.0
,33.0
,36.0
,29.0
,27.5
,23.0
,28.0
,37.0
,19.0
,100.0
,29.5
,26.0
,41.0
,33.0
,76.5
,62.0
,27.0
,38.0
,30.0
,33.0
,35.0
,100.0
,25.0
,14.5
,29.0
,27.0
,30.0
,35.0
,63.5
,29.0
,26.0
,100.0
,34.0
,27.0
,100.0
